depth,mag,nst,gap,dmin,rms,horizontalError,depthError,lon_sin,lon_cos,lat_sin,lat_cos
96.0,5.367800000000001,,,,,,,0.5788258287757516,-0.8154512002211195,-0.08426915933100929,0.9964430283692315
202.0,5.136,,,,,,,-0.9392620837597088,0.343200725540273,-0.26818008563868007,0.9633687983668716
31.0,6.295000000000001,,,,,,,-0.004886902454024802,-0.9999880590209089,-0.5562521044927012,0.8310135957055341
75.0,5.2519,,,,,,,0.5351045203077459,-0.8447858618290301,-0.1197902938367295,0.9927992171141706
57.0,5.7155000000000005,,,,,,,0.4455416721370892,-0.8952612012085002,-0.09164065836856511,0.9957921418317057
47.0,5.599600000000001,,,,,,,0.9985015395494824,-0.05472362851011736,0.1623271806427878,0.986736989488366
46.0,5.2519,,,,,,,0.845205871340116,-0.5344408620719371,0.29815796875565165,0.9545165402796872
,5.136,,,,,,,0.9964194571285864,-0.08454741542810863,0.5043467836095503,0.8635011996880498
84.0,5.136,,,,,,,0.804779854275379,-0.5935734041822457,0.10865867779314134,0.9940791174450081
46.0,5.2519,,,,,,,0.8440285316953461,-0.5362982730572587,0.29590811658928584,0.9552164082220226
,6.9110000000000005,,,,,,,0.8446924556054631,-0.5352519551045214,0.29040158740496586,0.9569048636268268
,5.8314,,,,,,,0.3486701973507937,-0.9372454819732974,-0.8061555395740561,0.5917036809198187
,6.713,,,,,,,0.36484428413631736,-0.9310685518977956,-0.8076092290440735,0.5897180115638636
283.0,5.136,,,,,,,0.8431756919791153,-0.537638124071889,-0.13613056400082418,0.9906909051489357
233.0,5.2519,,,,,,,0.18813560171444377,-0.9821430625767023,-0.32115849133313085,0.9470254608217391
107.0,5.599600000000001,,,,,,,0.5362246156309853,-0.8440753293346525,-0.10195918052944049,0.9947885833209813
53.0,5.4837,,,,,,,-0.3156655979096222,-0.9488705023849991,0.8152491022149405,0.5791104396725494
82.0,5.136,,,,,,,0.43386352131420036,-0.9009786040039144,-0.1039209249482007,0.9945855626128455
70.0,5.2519,,,,,,,-0.9517659157746039,0.3068250993151142,0.12464057635380436,0.9922019586385583
,5.367800000000001,,,,,,,0.8045933379795583,-0.5938262039342086,0.02424024879569142,0.999706161998776
585.0,5.2519,,,,,,,-0.023664455392318165,-0.9997199575636094,-0.37191874471264946,0.9282652893065468
48.0,5.136,,,,,,,0.758441546141547,-0.6517410690499867,0.5000151149185468,0.8660166770062759
573.0,5.4837,,,,,,,-0.006736919951247475,-0.9999773066972922,-0.3777438278059866,0.9259101471279387
,5.367800000000001,,,,,,,-0.07920725162534112,-0.9968581700974115,-0.2696930103323509,0.9629463537382934
74.0,5.4837,,,,,,,0.9377192778817537,-0.34739394912537314,-0.14977693773819178,0.988719813153236
69.0,5.367800000000001,,,,,,,0.9415058401826976,0.33699666601002565,0.5810865341192681,0.8138417781517834
,5.4837,,,,,,,-0.44530727803689757,0.8953778130640546,-0.8309164987420207,0.5563971352535
,5.136,,,,,,,0.7018796028659978,-0.7122956009134614,-0.014084341373340597,0.9999008107447854
,5.8314,,,,,,,0.20417143588523087,-0.9789351483977695,-0.8901332834675947,0.45570027173921973
,5.7155000000000005,,,,,,,-0.05733750890691955,-0.9983548517798413,-0.4610673017265836,0.887365169069965
72.0,5.367800000000001,,,,,,,0.8659817672556139,-0.5000755730695547,0.25667737062260304,0.9664971429912593
,5.4837,,,,,,,0.7234372471294513,-0.6903901429378617,-0.10143829649269055,0.9948418326571622
,5.821999999999999,,,,,,,-0.9252030954855142,-0.37947230742706717,-0.4907973111052784,0.871273779825738
,5.2519,,,,,,,-0.9290163663154787,-0.37003863462885106,-0.46252250029294995,0.8866075437998248
58.0,5.367800000000001,,,,,,,0.8608219764232405,-0.5089062044294468,-0.015026719290923456,0.9998870924796218
,5.889,,,,,,,0.8460629346305475,-0.5330830241569748,0.4075496450189226,0.9131830522107548
121.0,5.136,,,,,,,0.1763117003587474,-0.9843343864341056,-0.3575205113521083,0.9339052863982124
,5.367800000000001,,,,,,,-0.22081659391790012,0.9753153499512336,-0.38524578916419666,0.9228140018071114
45.0,5.367800000000001,,,,,,,0.8020363310747831,-0.5972752494755671,0.01848198442593253,0.9998291935384161
,5.7155000000000005,,,,,,,0.8963471912260874,0.4433528084732338,0.6470027314639542,0.7624876821812812
46.0,5.367800000000001,,,,,,,0.8480480961564261,-0.5299192642332048,0.1357847393510106,0.990738363322718
63.0,5.42,,,,,,,-0.08183414055786259,-0.9966459619339035,-0.3946155650827729,0.9188463178325328
,5.755,,,,,,,0.9235719968407512,0.3834250469799637,0.4981851053394908,0.86707070116449
,5.8314,,,,,,,0.7076002624886153,-0.7066129552492247,0.008813798604795213,0.9999611577227158
20.0,5.4837,,,,,,,0.2000349017679808,-0.9797887721721832,-0.32799293487940845,0.9446801758633406
16.0,5.2519,,,,,,,0.3822641497450427,-0.924053093615134,-0.15138158642876465,0.9884753994360762
59.0,5.2519,,,,,,,0.3833444486589709,-0.9236054534715296,-0.15422755957372755,0.9880353535516492
,5.136,,,,,,,0.41073476580057566,-0.9117548750419414,0.7434717356272267,0.6687673573997457
13.0,5.2519,,,,,,,0.06432330388078272,-0.9979291120003767,0.7816620060914147,0.6237022592817387
42.0,5.487,,,,,,,-0.07645799770054411,-0.9970728030528281,-0.3936210468383245,0.9192727949231945
,5.9473,,,,,,,0.7541367734161841,-0.6567173874517309,-0.10973431109104527,0.9939609554551797
63.0,5.2519,,,,,,,0.7981415696806311,-0.6024699450991214,0.04395068189712307,0.9990337019143938
606.3270000000003,5.599600000000001,,,,,,,-0.013072143772097655,-0.9999145558782518,-0.37326306071223403,0.9277255453568879
582.0,5.4837,,,,,,,-0.012443876388505092,-0.9999225719726641,-0.37169191561337434,0.9283561384876281
21.0,5.2519,,,,,,,0.1999493983061705,-0.9798062247796757,-0.3291138726212569,0.9442902407884131
12.0,5.755,,,,,,,0.20095824195195655,-0.9795998085910281,-0.32767964904147334,0.9447888904956794
122.0,6.4109,,,,,,,-0.46264628955048914,0.886542954833642,-0.8301582739777059,0.5575277931604452
,5.599600000000001,,,,,,,0.7624876821812812,0.6470027314639542,-0.6146982793358424,0.7887623377048086
59.0,5.599600000000001,,,,,,,0.8041993205983418,-0.5943596998023718,0.15621036163965338,0.9877238090257867
,5.7155000000000005,,,,,,,-0.0854169231373676,-0.9963452961909064,-0.38195770112246985,0.9241798063976717
31.0,5.367800000000001,,,,,,,0.7904116769543077,-0.6125760205348223,0.48146305331890943,0.876466387426713
128.0,5.7155000000000005,,,,,,,0.7951137400622289,-0.6064603370083276,0.08826844830183561,0.9960967227304717
167.0,5.8314,,,,,,,0.7689868963894468,-0.6392645408446538,-0.1289686738838216,0.9916486682069655
,5.136,,,,,,,0.7902940562350056,-0.6127277573928097,0.4817689684651632,0.8762982717225982
146.0,5.136,,,,,,,-0.9228408947880491,0.38518136365456834,-0.46808405333342173,0.8836839474693169
53.0,5.4837,,,,,,,0.8334713632088745,-0.5525626541042566,0.40539687884714826,0.9141407827140142
127.0,6.0632,,,,,,,0.42926619426226614,-0.9031780192540064,-0.10116048029285461,0.9948701207830694
38.0,5.136,,,,,,,0.6378138998808482,0.7701905148200563,0.1897809333590013,0.9818264598865658
52.0,5.136,,,,,,,-0.15834763418064973,-0.9873834243845656,0.7912662236805565,0.6114718008725435
,5.367800000000001,,,,,,,-0.9520386492105323,-0.3059777939808462,-0.572689692894256,0.8197722340093514
153.0,5.2519,,,,,,,-0.09812135529280691,-0.995174456884572,-0.2939735975754965,0.9558135403563396
14.0,5.2519,,,,,,,0.8175270229789621,-0.5758902384128035,0.2315271816853567,0.9728284351008845
594.0,6.0632,,,,,,,-0.024885825767407714,-0.9996902998808552,-0.35947569245013017,0.9331544494549118
,5.2519,,,,,,,0.49301587831186744,0.870020312252753,-0.10766967682980788,0.9941867232524103
,5.755,,,,,,,-0.9917854127808732,0.12791284140020126,0.09198824980924704,0.9957600925408848
31.0,5.367800000000001,,,,,,,0.7644265239772605,-0.6447108572376012,0.48192190402733665,0.8762141738289027
32.0,5.4837,,,,,,,0.2398891838744776,-0.9708002778429954,-0.21671223877212914,0.976235527711613
15.0,5.136,,,,,,,-0.7956215280059342,-0.6057940113384273,0.6460973374102162,0.7632550232991783
15.0,5.2519,,,,,,,-0.8014208651955883,-0.598100824969465,0.6470958820789787,0.7624086301954015
146.0,5.136,,,,,,,0.9513096843916684,0.30823673431734927,0.6068349581800025,0.7948278640879889
105.0,5.4837,,,,,,,-0.022303458305248686,-0.9997512469347692,-0.5244317973027093,0.8514524590239023
,5.621,,,,,,,-0.8787421498975108,-0.47729679864157976,-0.7979627781201164,0.6027067319474919
464.0,5.136,,,,,,,-0.031166532617637455,-0.9995142056242091,-0.3107759657017292,0.9504831924564251
73.0,5.2519,,,,,,,0.7985409673121332,-0.6019404650995002,0.0992155472236312,0.9950659652450763
51.0,6.179100000000001,,,,,,,0.8045311482333358,-0.593910457495362,0.025042856444844275,0.9996863784913161
,5.136,,,,,,,-0.21679743056800957,-0.9762166122839281,0.7935976488629499,0.6084429075264154
,5.2519,,,,,,,-0.9946235848158734,0.10355638332821894,-0.6655430473551261,0.7463594657517597
32.0,5.599600000000001,,,,,,,-0.9443419262247076,0.32896553979742144,-0.4363464253299067,0.8997787489721082
16.0,5.9559999999999995,,,,,,,0.33323097006952124,-0.942845226209756,-0.1728574674493246,0.9849468493005121
36.0,5.136,,,,,,,0.476713889846535,-0.8790585118337605,0.7147046574943844,0.6994263739349802
50.0,5.136,,,,,,,-0.11108734451031928,-0.9938106468989178,-0.28958312542240544,0.9571528683917692
70.0,5.136,,,,,,,0.990114441325235,-0.1402618732201232,0.034323883151040284,0.9994107619219605
114.0,5.4837,,,,,,,0.5608413111341696,-0.8279233199549978,-0.09954551813236417,0.9950330094121296
20.0,5.136,,,,,,,0.5940789450778746,-0.8044067422735588,0.6519925419515266,0.7582253789207974
46.0,5.367800000000001,,,,,,,-0.9374461461240033,0.34813032490326623,-0.4564924146921667,0.889727303913123
68.0,5.4837,,,,,,,-0.11278701744309928,-0.9936191869606232,-0.29970690475106376,0.954031326133758
,5.2519,,,,,,,0.9172200686273629,0.3983809052994578,-0.25264356400955196,0.9675594191389754
106.0,5.599600000000001,,,,,,,-0.9368371165811517,0.3497659460209264,-0.332177594174072,0.9432168604985417
,5.367800000000001,,,,,,,0.8107982901180029,-0.5853256638331544,0.17143046964224978,0.9851962211043228
,5.367800000000001,,,,,,,0.9172478786260289,0.39831687028802804,-0.25355535493634057,0.9673208785005658
60.0,5.136,,,,,,,-0.06599525908508695,-0.9978199365508249,0.785576187444523,0.618764942219683
58.0,6.295000000000001,,,,,,,0.7917142432896479,-0.6108916082025518,-0.1322390902622052,0.9912178484100377
38.0,5.554,,,,,,,-0.08369523540093624,-0.9964913986438527,-0.39333222935273754,0.9193964092557712
0.0,5.4837,,,,,,,0.9813832788723263,0.1920595218930885,0.766425746066139,0.6423329166148675
,5.8314,,,,,,,0.8185709984372075,-0.5744053625424411,-0.0010646506425895609,0.999999433259344
,6.09,,,,,,,-0.708475342282501,0.7057355661844549,0.3845370053570999,0.9231095771960086
,5.889,,,,,,,-0.708820145129508,0.7053892555593566,0.38510082912757804,0.9228745046891543
,5.821999999999999,,,,,,,-0.7086354503654686,0.705574800063983,0.3836829419820596,0.9234648883590494
164.0,5.2519,,,,,,,0.4160903531663634,-0.9093232747499048,-0.10935264940229655,0.9940030171325932
261.0,5.4837,,,,,,,0.25396052310220174,0.9672145846220765,0.6242887143330872,0.781193702711652
68.0,5.367800000000001,,,,,,,-0.08296474663302834,-0.996552482720362,-0.358351655438444,0.9335866810556622
27.0,5.136,,,,,,,-0.9748818414478075,0.22272268679982254,-0.0310095289095039,0.9995190889206722
32.0,5.136,,,,,,,-0.05289368799986927,-0.9986001490936062,-0.40981159428813624,0.9121701909112224
,5.621,,,,,,,-0.054375082394213785,-0.9985205808668254,-0.41022548178186574,0.9119841303974736
,5.4837,,,,,,,0.22911544668513775,-0.9733992562614119,-0.2441228021682903,0.9697443258207298
,5.4837,,,,,,,0.23234209518665777,-0.9726341299811939,-0.24351344569050132,0.9698975212711595
,5.367800000000001,,,,,,,-0.9275886749892559,0.37360306480498345,-0.8374708171677961,0.5464820494694256
51.0,5.367800000000001,,,,,,,0.9076310068330553,-0.41976893100277723,-0.19510743991881155,0.9807818752853905
,5.136,,,,,,,-0.07266377310871891,-0.9973564939767549,-0.3789878202239836,0.9254016598871397
51.0,5.599600000000001,,,,,,,-0.07905066453361205,-0.9968705996451066,-0.3859382447434768,0.922524618232123
47.0,5.367800000000001,,,,,,,0.4889409951587271,-0.8723168594342274,0.7127242218387819,0.7014443553157319
34.0,5.2519,,,,,,,0.6485584081169415,-0.7611648909801467,0.5348980842089034,0.8449165873088567
606.3270000000003,5.599600000000001,,,,,,,-0.013316468596772095,-0.9999113319010398,-0.363608947435979,0.9315516804474668
47.0,5.7155000000000005,,,,,,,0.9772903195423155,-0.21190476948119613,-0.08019892432885892,0.9967788784562471
,5.2519,,,,,,,-0.4315347700774214,0.9020963042903053,-0.8340688054493868,0.5516604279592955
153.0,5.2519,,,,,,,0.576432316169793,-0.8171448983351287,0.34646089890609116,0.9380644143816474
53.0,5.7155000000000005,,,,,,,0.9821791639188099,-0.18794704031654097,-0.03957373087646139,0.9992166530960728
184.0,5.2519,,,,,,,0.789469895824713,-0.6137892827237347,-0.14076299718456245,0.9900433215893226
57.0,5.136,,,,,,,0.9824894416804254,-0.18631826798917492,-0.05923668314460496,0.9982439658570572
,5.7155000000000005,,,,,,,-0.0707314437922922,-0.997495394906191,-0.38899532460075076,0.9212397285390793
88.0,5.367800000000001,,,,,,,0.8071561200268927,-0.5903380369780795,0.11074043239094102,0.9938493631501041
8.0,5.136,,,,,,,-0.08127749571121358,-0.996691511296707,-0.41470912441331925,0.9099540329754784
,5.136,,,,,,,0.5657875777081885,-0.824551039603432,-0.06164083386412824,0.9980983957509074
65.0,7.2222,,,,,,,-0.07149744433268602,-0.997440782930944,-0.38877021166002046,0.9213347505254661
,5.2519,,,,,,,0.3314860909183986,-0.9434601059544803,0.8078253177337864,0.5894219677177862
35.0,5.2519,,,,,,,0.6369531910929822,-0.7709024791479574,0.5803618888650633,0.8143586912122789
22.0,5.136,,,,,,,0.1727715139638543,-0.9849619302098116,-0.37539939446881704,0.9268631477367333
122.0,5.2519,,,,,,,0.21907995358636953,-0.9757069098538732,-0.26451271058939163,0.964382199097771
45.0,5.367800000000001,,,,,,,0.16284381264725606,-0.9866518599194477,-0.38588994093840656,0.9225448246467773
67.0,5.136,,,,,,,0.5188478613198727,-0.85486659591061,-0.10928325463417228,0.9940106489653734
,5.4837,,,,,,,-0.727904411915641,0.6856786179499437,0.2668178875478669,0.9637469662128612
149.0,5.8314,,,,,,,0.4833893378173027,-0.8754054763848291,0.7331366608028573,0.6800813455659817
271.0,5.9473,,,,,,,0.8198222074914927,-0.5726181520907068,0.08110353898918134,0.9967056817152345
543.0,5.367800000000001,,,,,,,0.027974152613123325,-0.9996086468141308,-0.4100185485889489,0.9120771841313715
11.0,5.889,,,,,,,0.3473939491253731,-0.9377192778817538,-0.1696247164134328,0.9855087293279865
,5.2519,,,,,,,-0.9986945135533528,-0.051081000366397726,0.2504306958031128,0.9681345291846422
,5.7155000000000005,,,,,,,-0.2521706951281634,0.9676827685344919,-0.237177266249503,0.9714663887003051
13.0,5.4837,,,,,,,0.7897376367616774,-0.6134447530805694,-0.06996540153878596,0.9975494186192063
131.0,5.599600000000001,,,,,,,-0.930103791770035,0.3672967962493048,-0.35660755629094343,0.9342542752357099
567.0,5.136,,,,,,,-0.03509136532304985,-0.9993841083786374,-0.34673921296641763,0.9379615760741105
37.0,5.599600000000001,,,,,,,0.2398891838744776,-0.9708002778429954,-0.26383938039906585,0.9645666287772126
55.0,5.2519,,,,,,,-0.09747867925466745,-0.9952376133822343,-0.2676419972020229,0.9635184281235686
108.0,5.8314,,,,,,,0.5636846380382011,-0.8259900900372487,0.32627766643260186,0.9452739731883534
606.3270000000003,5.9473,,,,,,,-0.0157422195809452,-0.9998760835836935,-0.3399856533935231,0.9404306223675296
,5.487,,,,,,,-0.1253678648241308,-0.9921103257548721,-0.2629133414875565,0.9648194519534976
183.0,5.4837,,,,,,,0.5390648235394802,-0.8422642792035936,-0.09659276192213621,0.9953239866215692
,5.367800000000001,,,,,,,0.6589126771192507,-0.7522194386823183,-0.04904152590670866,0.9987967404516004
,5.4837,,,,,,,-0.7266346279008729,0.687024102586918,0.2844838784875756,0.9586808243000724
,5.621,,,,,,,-0.7260348096634947,0.687657949242858,0.2850025330653956,0.9585267633959461
,6.295000000000001,,,,,,,-0.24924770973822255,0.9684397653908325,-0.24395354613706563,0.9697869185172331
223.0,5.136,,,,,,,-0.08508651783470578,-0.9963735667322594,-0.3092659697959863,0.950975583243938
49.0,5.2519,,,,,,,0.8094988851606857,-0.5871214141245463,0.19094605452716557,0.9816005319173929
47.0,5.42,,,,,,,-0.1056566450623621,-0.9944026716346683,-0.2718939660544654,0.9623272162955661
121.0,5.136,,,,,,,0.9472046818494504,0.3206295224748986,0.5938823736985939,0.8045518791290738
35.0,5.8314,,,,,,,0.8226901312698967,-0.5684900596414332,0.23020260092921815,0.9731427246429082
41.0,5.7155000000000005,,,,,,,-0.10353902385607458,-0.9946253920642341,-0.3177184104407459,0.9481851146622192
52.0,5.4837,,,,,,,0.8315956457865924,-0.5553815642500032,0.2503969013802755,0.9681432702751988
106.0,5.136,,,,,,,0.1892668242354847,-0.9819256943597179,-0.3384915866304355,0.9409694180898815
108.0,5.2519,,,,,,,0.61475334383705,-0.7887194217471545,0.6736706056963448,0.7390317415515519
78.0,5.136,,,,,,,0.8291741844073031,-0.558990314685759,-0.0019896740344833527,0.9999980205966592
12.0,5.7155000000000005,,,,,,,0.7581229548179886,-0.6521116356714102,-0.055734374387116335,0.998445631725472
39.0,5.4837,,,,,,,0.7600884946231751,-0.6498195752218269,-0.055560111902360355,0.998455344001622
,5.7155000000000005,,,,,,,0.7649776083964019,-0.6440568753240052,-0.08628636579792338,0.9962703764929413
,5.2519,,,,,,,0.8450845888003075,0.5346326194427489,0.20123178998502148,0.9795436522684552
532.0,5.2519,,,,,,,-0.0345855270974217,-0.9994017417012007,-0.3128985882501287,0.9497865410033333
,5.599600000000001,,,,,,,0.9799733901434344,-0.1991284876927055,-0.054113668457019704,0.9985347820111845
46.0,5.2519,,,,,,,0.883659437434273,-0.46813032227505214,0.6375719059236519,0.7703908519556044
,5.136,,,,,,,-0.23502336391036252,0.9719897213531927,-0.4237726364180856,0.9057685977242008
97.0,5.367800000000001,,,,,,,0.5812995774825984,-0.8136896221647125,0.22756915736089506,0.9737619209119096
182.0,5.2519,,,,,,,0.5236736965560069,-0.851918927794991,-0.09846873072594528,0.9951401454414455
,5.136,,,,,,,0.9840313791951398,-0.1779950694803397,0.4519365650732092,0.8920500777141545
43.0,5.136,,,,,,,0.9949510169813002,-0.100361714851215,0.07278562264856918,0.9973476089787653
24.0,5.2519,,,,,,,0.8320509480795583,-0.5546992156114052,-0.10548308744689378,0.9944210970522854
43.0,5.136,,,,,,,0.8324863511545331,-0.5540455533089418,-0.1042160198464877,0.9945546848752744
606.3270000000003,5.2519,,,,,,,0.9196844897965388,-0.3926581709676752,-0.10244531374706747,0.9947386378799533
606.3270000000003,5.599600000000001,,,,,,,0.9199857584082617,-0.39195178826735244,-0.10248003661350277,0.9947350612578684
78.0,5.7155000000000005,,,,,,,0.6227195016383892,-0.7824451560839496,0.6230471968582967,0.7821842433129287
226.0,5.367800000000001,,,,,,,-0.0531376904656081,-0.9985871949168892,-0.37624043405728524,0.9265220643786016
144.0,5.599600000000001,,,,,,,-0.9222414628910498,0.38661438685669264,-0.37560968338153206,0.9267779484590822
